,index,carID,brand,model,year,transmission,mileage,fuelType,tax,mpg,engineSize,price
1524,1524,16324,merc, CLS Class,2017,Semi-Auto,27772,Diesel,145.0,57.7,2.1,21500
1525,1525,16325,vw, CC,2015,Manual,68345,Diesel,30.0,62.8,2.0,9000
1526,1526,16326,bmw, X4,2019,Automatic,4002,Diesel,145.0,42.8,2.0,37540
1527,1527,16327,skoda, Scala,2020,Semi-Auto,3000,Petrol,145.0,47.1,1.0,17450
1528,1528,16329,vw, Scirocco,2016,Semi-Auto,31269,Diesel,30.0,62.8,2.0,15991
1529,1529,16330,toyota, Land Cruiser,2020,Automatic,4,Diesel,145.0,30.1,2.8,47885
1530,1530,16334,hyundi, I800,2018,Automatic,34889,Diesel,145.0,28.0,2.5,15498
1531,1531,16339,vw, Amarok,2015,Automatic,49555,Diesel,260.0,35.3,2.0,16498
1532,1532,16342,ford, Edge,2017,Semi-Auto,24558,Diesel,200.0,47.9,2.0,23299
1533,1533,16343,toyota, Land Cruiser,2019,Semi-Auto,6254,Diesel,145.0,30.1,2.8,50995
1534,1534,16344,vw, Beetle,2015,Manual,25917,Petrol,205.0,42.8,1.4,10995
1535,1535,16345,merc, GLS Class,2017,Semi-Auto,7517,Diesel,145.0,37.2,3.0,43498
1536,1536,16347,skoda, Kamiq,2019,Manual,1234,Petrol,145.0,47.9,1.0,19950
1537,1537,16348,toyota, Prius,2017,Automatic,12232,Hybrid,0.0,85.6,1.8,19998
1538,1538,16350,merc, V Class,2019,Semi-Auto,1096,Diesel,145.0,36.2,2.0,46980
1539,1539,16351,audi, Q8,2018,Semi-Auto,12332,Diesel,150.0,33.6,3.0,49991
1540,1540,16353,hyundi, I40,2017,Manual,27145,Diesel,145.0,65.7,1.7,12450
1541,1541,16354,ford, Galaxy,2017,Manual,20540,Diesel,145.0,56.5,2.0,18990
1542,1542,16356,skoda, Kamiq,2019,Semi-Auto,126,Diesel,145.0,52.3,1.6,22495
1543,1543,16358,merc, X-CLASS,2019,Automatic,4000,Diesel,260.0,35.8,2.3,28990
1544,1544,16361,vw, CC,2017,Manual,20405,Diesel,30.0,62.8,2.0,13499
1545,1545,16362,merc, GLB Class,2020,Semi-Auto,3001,Diesel,145.0,44.8,2.0,36880
1546,1546,16368,ford, Edge,2017,Manual,44163,Diesel,160.0,48.7,2.0,16995
1547,1547,16370,audi, RS3,2016,Semi-Auto,49459,Petrol,305.0,34.9,2.5,28500
1548,1548,16371,hyundi, I40,2014,Manual,38589,Diesel,30.0,62.8,1.7,8998
1549,1549,16372,ford, Edge,2017,Manual,27096,Diesel,160.0,48.7,2.0,19650
1550,1550,16373,skoda, Yeti,2016,Manual,12510,Petrol,125.0,51.4,1.2,11990
1551,1551,16376,bmw, 6 Series,2020,Semi-Auto,123,Diesel,145.0,42.2,2.0,44991
1552,1552,16380,skoda, Scala,2020,Semi-Auto,2800,Petrol,145.0,45.6,1.5,17995
1553,1553,16381,vauxhall, Combo Life,2019,Automatic,2812,Diesel,145.0,50.4,1.5,15640
1554,1554,16385,ford, KA,2015,Manual,18432,Petrol,30.0,57.7,1.2,6200
1555,1555,16386,vw, Amarok,2018,Manual,5655,Diesel,260.0,32.5,3.0,22788
1556,1556,16388,vw, Arteon,2019,Automatic,8695,Diesel,145.0,37.7,2.0,31495
1557,1557,16389,vw, CC,2016,Automatic,44807,Diesel,125.0,58.9,2.0,11389
1558,1558,16392,skoda, Yeti,2016,Semi-Auto,17289,Petrol,125.0,51.4,1.2,12480
1559,1559,16394,audi, RS4,2020,Semi-Auto,2500,Petrol,145.0,28.8,2.9,69691
1560,1560,16395,merc, CLS Class,2016,Automatic,53555,Diesel,160.0,51.4,3.0,20450
1561,1561,16396,bmw, 6 Series,2015,Semi-Auto,40500,Diesel,165.0,49.6,3.0,19990
1562,1562,16397,vw, Scirocco,2017,Semi-Auto,46323,Diesel,145.0,62.8,2.0,13570
1563,1563,16399,vw, Shuttle,2018,Manual,23735,Diesel,145.0,47.1,2.0,19998
1564,1564,16404,audi, A7,2017,Semi-Auto,49281,Diesel,150.0,54.3,3.0,22895
1565,1565,16405,toyota, Hilux,2018,Automatic,16000,Diesel,265.0,36.2,2.4,18995
1566,1566,16406,ford, Grand C-MAX,2016,Manual,19373,Diesel,30.0,64.2,1.5,10290
1567,1567,16408,toyota, Hilux,2018,Manual,12335,Diesel,260.0,40.4,2.4,22998
1568,1568,16409,merc, CLA Class,2017,Automatic,9970,Petrol,150.0,41.5,2.0,23490
1569,1569,16413,bmw, X6,2019,Semi-Auto,4193,Petrol,150.0,26.4,3.0,64772
1570,1570,16424,vw, Amarok,2019,Automatic,6500,Diesel,260.0,27.7,3.0,39995
1571,1571,16427,merc, M Class,2015,Semi-Auto,46049,Diesel,300.0,39.2,3.0,23480
1572,1572,16429,ford, Grand C-MAX,2016,Semi-Auto,22885,Diesel,30.0,58.9,1.5,9995
1573,1573,16434,vw, Scirocco,2014,Manual,60680,Diesel,30.0,62.8,2.0,9391
1574,1574,16435,hyundi, I800,2016,Manual,48859,Diesel,300.0,37.7,2.5,13695
1575,1575,16437,ford, Edge,2018,Automatic,18339,Diesel,145.0,48.7,2.0,23995
1576,1576,16443,ford, KA,2015,Manual,32897,Petrol,30.0,57.7,1.2,4749
1577,1577,16446,hyundi, IX20,2016,Manual,28355,Petrol,125.0,50.4,1.4,8298
1578,1578,16447,hyundi, Santa Fe,2018,Semi-Auto,10958,Diesel,145.0,39.2,2.2,30699
1579,1579,16453,merc, S Class,2016,Automatic,42000,Diesel,165.0,50.4,3.0,31990
1580,1580,16455,audi, A8,2018,Automatic,12387,Diesel,145.0,50.4,3.0,34495
1581,1581,16459,ford, Mustang,2018,Manual,17876,Petrol,145.0,20.9,5.0,28615
1582,1582,16460,ford, Grand Tourneo Connect,2019,Manual,6069,Diesel,145.0,61.4,1.5,16500
1583,1583,16462,merc, M Class,2014,Semi-Auto,46556,Diesel,200.0,44.8,2.1,18490
1584,1584,16463,hyundi, IX20,2016,Manual,19658,Petrol,125.0,50.4,1.4,8498
1585,1585,16464,hyundi, Santa Fe,2019,Semi-Auto,6697,Diesel,145.0,39.2,2.2,33999
1586,1586,16465,vw, Caravelle,2020,Semi-Auto,3000,Diesel,150.0,33.6,2.0,45995
1587,1587,16467,hyundi, IX20,2017,Manual,17899,Petrol,150.0,50.4,1.4,9200
1588,1588,16471,skoda, Yeti,2014,Manual,34263,Petrol,165.0,46.3,1.2,7990
1589,1589,16472,ford, Grand C-MAX,2017,Manual,11663,Diesel,30.0,64.2,1.5,11998
1590,1590,16475,skoda, Scala,2019,Semi-Auto,3425,Petrol,145.0,45.6,1.5,17495
1591,1591,16479,toyota, Prius,2017,Automatic,31500,Hybrid,0.0,85.6,1.8,18995
1592,1592,16482,bmw, Z4,2014,Manual,36000,Petrol,200.0,41.5,2.0,11990
1593,1593,16489,toyota, Prius,2016,Automatic,62737,Hybrid,0.0,94.1,1.8,15998
1594,1594,16490,vw, Scirocco,2016,Manual,39184,Diesel,20.0,55.4,2.0,14490
1595,1595,16493,bmw, X4,2020,Semi-Auto,4000,Diesel,150.0,40.9,3.0,46999
1596,1596,16498,skoda, Scala,2019,Manual,1713,Diesel,145.0,57.7,1.6,18263
1597,1597,16500,ford, Tourneo Custom,2017,Manual,64432,Diesel,145.0,44.8,2.0,19194
1598,1598,16502,merc, S Class,2012,Automatic,107000,Petrol,265.0,36.7,3.5,10948
1599,1599,16504,hyundi, I800,2018,Automatic,32672,Diesel,145.0,28.0,2.5,16995
1600,1600,16507,toyota, Avensis,2010,Manual,79031,Petrol,200.0,42.2,1.8,5495
1601,1601,16508,vw, Tiguan Allspace,2019,Automatic,10009,Diesel,145.0,44.1,2.0,27750
1602,1602,16513,bmw, X4,2019,Semi-Auto,15411,Diesel,150.0,40.9,3.0,34500
1603,1603,16516,ford, Galaxy,2017,Manual,38609,Diesel,125.0,56.5,2.0,17750
1604,1604,16525,ford, KA,2018,Manual,17000,Petrol,145.0,57.7,0.0,8444
1605,1605,16530,skoda, Kamiq,2019,Manual,2000,Petrol,145.0,47.1,1.0,21999
1606,1606,16531,audi, Q8,2019,Semi-Auto,1943,Diesel,145.0,33.6,3.0,55995
1607,1607,16535,toyota, Prius,2016,Automatic,12056,Hybrid,0.0,85.6,1.8,19798
1608,1608,16536,merc, CLK,2003,Automatic,105000,Diesel,230.0,39.2,2.7,3376
1609,1609,16537,hyundi, IX20,2017,Automatic,18250,Petrol,160.0,43.5,1.6,9500
1610,1610,16538,audi, A7,2019,Automatic,2800,Diesel,145.0,35.8,3.0,47750
1611,1611,16539,vauxhall, Antara,2012,Manual,50478,Diesel,235.0,42.8,2.2,5800
1612,1612,16540,merc, GL Class,2017,Automatic,69751,Diesel,125.0,56.5,2.1,17399
1613,1613,16541,hyundi, IX35,2011,Manual,74250,Diesel,165.0,49.6,2.0,6200
1614,1614,16543,merc, V Class,2019,Semi-Auto,1611,Diesel,145.0,36.7,2.0,49989
1615,1615,16546,skoda, Scala,2019,Semi-Auto,8783,Petrol,150.0,47.1,1.0,14985
1616,1616,16551,audi, RS3,2018,Semi-Auto,15400,Petrol,150.0,34.0,2.5,36996
1617,1617,16552,bmw, X4,2019,Semi-Auto,9064,Diesel,150.0,42.8,2.0,33998
1618,1618,16557,vauxhall, Combo Life,2019,Manual,1733,Petrol,145.0,42.2,1.2,16658
1619,1619,16559,hyundi, I40,2019,Manual,30,Diesel,145.0,54.3,1.6,16000
1620,1620,16563,merc, S Class,2011,Automatic,53521,Diesel,260.0,41.5,3.0,12990
1621,1621,16568,vauxhall, GTC,2016,Manual,27004,Petrol,160.0,47.1,1.4,6713
1622,1622,16570,vw, CC,2016,Semi-Auto,11452,Petrol,205.0,39.2,1.8,14795
1623,1623,16572,vauxhall, Combo Life,2019,Manual,6100,Diesel,145.0,53.3,1.5,14990
1624,1624,16575,merc, S Class,2019,Automatic,12007,Diesel,145.0,52.3,3.0,44980
1625,1625,16579,toyota, Avensis,2018,Manual,40875,Diesel,145.0,67.3,1.6,11590
1626,1626,16580,bmw, M4,2018,Semi-Auto,2577,Petrol,150.0,34.0,3.0,43500
1627,1627,16585,merc, V Class,2019,Automatic,2738,Diesel,145.0,44.8,2.2,39950
1628,1628,16586,toyota, Prius,2016,Automatic,67874,Hybrid,0.0,94.1,1.8,15499
1629,1629,16588,bmw, X7,2019,Automatic,1793,Diesel,145.0,31.4,3.0,78386
1630,1630,16589,merc, M Class,2014,Semi-Auto,42218,Diesel,200.0,46.3,2.1,19420
1631,1631,16591,hyundi, IX35,2015,Automatic,44705,Diesel,265.0,41.5,2.0,10995
1632,1632,16593,toyota, IQ,2013,Manual,72913,Petrol,30.0,54.3,1.3,4950
1633,1633,16595,skoda, Scala,2020,Manual,2735,Diesel,145.0,57.7,1.6,18250
1634,1634,16596,merc, CLS Class,2015,Automatic,40032,Diesel,160.0,51.4,3.0,19995
1635,1635,16599,ford, Grand C-MAX,2017,Manual,12172,Petrol,30.0,54.3,1.0,11499
1636,1636,16601,merc, CLS Class,2016,Automatic,48017,Diesel,160.0,51.4,3.0,19499
1637,1637,16604,hyundi, I800,2018,Automatic,29746,Diesel,145.0,31.7,2.5,15280
1638,1638,16605,bmw, 7 Series,2019,Semi-Auto,4279,Diesel,145.0,41.5,3.0,51990
1639,1639,16610,bmw, X6,2019,Automatic,6222,Diesel,145.0,34.9,3.0,55990
1640,1640,16611,bmw, M5,2019,Semi-Auto,3153,Petrol,145.0,24.1,4.4,70686
1641,1641,16612,hyundi, I800,2017,Manual,44812,Diesel,300.0,37.7,2.5,12819
1642,1642,16614,skoda, Rapid,2018,Manual,9982,Petrol,150.0,61.4,1.0,10000
1643,1643,16615,skoda, Yeti,2016,Manual,13368,Diesel,145.0,55.4,2.0,13298
1644,1644,16625,skoda, Yeti,2016,Manual,34770,Petrol,125.0,51.4,1.2,10300
1645,1645,16627,merc, CLA Class,2019,Automatic,6571,Diesel,145.0,55.4,2.0,32890
1646,1646,16643,vw, Shuttle,2019,Semi-Auto,5000,Diesel,145.0,33.2,2.0,32395
1647,1647,16644,audi, SQ5,2014,Automatic,40000,Diesel,260.0,41.5,3.0,22200
1648,1648,16648,vw, Arteon,2019,Automatic,3080,Petrol,145.0,40.4,1.5,27950
1649,1649,16649,merc, SLK,2016,Semi-Auto,12178,Diesel,30.0,70.6,2.0,18991
1650,1650,16652,hyundi, I800,2018,Manual,20896,Diesel,145.0,37.7,2.5,15701
1651,1651,16653,merc, SLK,2015,Semi-Auto,34465,Petrol,200.0,43.5,2.0,14365
1652,1652,16654,ford, KA,2008,Manual,59750,Petrol,160.0,43.5,1.3,1294
1653,1653,16658,ford, Galaxy,2019,Automatic,16109,Diesel,145.0,53.3,2.0,24799
1654,1654,16659,vauxhall, Combo Life,2018,Manual,15127,Diesel,145.0,53.3,1.5,13499
1655,1655,16660,merc, GL Class,2015,Semi-Auto,45000,Diesel,325.0,36.2,3.0,28881
1656,1656,16662,hyundi, IX20,2017,Automatic,31128,Petrol,145.0,43.5,1.6,9795
1657,1657,16667,vw, Caddy Maxi Life,2019,Automatic,11650,Diesel,145.0,44.1,2.0,18450
1658,1658,16673,toyota, Hilux,2017,Manual,14396,Diesel,260.0,39.8,2.4,14995
1659,1659,16674,ford, KA,2016,Manual,18000,Petrol,30.0,57.7,1.2,6490
1660,1660,16675,hyundi, Santa Fe,2014,Automatic,37006,Diesel,265.0,41.5,2.2,15500
1661,1661,16676,ford, KA,2014,Manual,35824,Petrol,30.0,57.7,1.2,4560
1662,1662,16680,ford, Galaxy,2019,Manual,9193,Diesel,145.0,55.4,2.0,21000
1663,1663,16681,vw, Arteon,2020,Automatic,1786,Petrol,145.0,47.1,2.0,31450
1664,1664,16682,audi, A8,2013,Semi-Auto,37206,Petrol,325.0,29.7,4.0,19061
1665,1665,16684,bmw, X4,2014,Automatic,67975,Diesel,200.0,47.9,3.0,17450
1666,1666,16690,toyota, GT86,2017,Manual,10456,Petrol,145.0,36.2,2.0,18522
1667,1667,16693,bmw, 6 Series,2017,Automatic,28879,Petrol,145.0,31.0,4.4,29991
1668,1668,16696,ford, Galaxy,2018,Manual,15584,Petrol,145.0,43.5,1.5,20998
1669,1669,16699,merc, GL Class,2015,Automatic,42254,Diesel,20.0,62.8,2.1,14799
1670,1670,16700,merc, S Class,2019,Semi-Auto,10500,Petrol,145.0,34.5,3.0,59998
1671,1671,16701,toyota, Prius,2017,Automatic,45917,Hybrid,0.0,94.1,1.8,16780
1672,1672,16702,merc, V Class,2019,Semi-Auto,2888,Diesel,145.0,36.7,2.0,46980
1673,1673,16703,hyundi, IX20,2016,Automatic,15942,Petrol,165.0,43.5,1.6,9499
1674,1674,16706,ford, Edge,2017,Semi-Auto,18299,Diesel,200.0,47.9,2.0,21999
1675,1675,16713,hyundi, Santa Fe,2017,Semi-Auto,38202,Diesel,150.0,42.8,2.2,19990
1676,1676,16719,skoda, Kamiq,2020,Semi-Auto,1000,Petrol,145.0,43.5,1.5,20995
1677,1677,16721,bmw, M4,2019,Automatic,837,Petrol,145.0,34.0,3.0,49010
1678,1678,16724,toyota, Avensis,2003,Manual,167054,Diesel,205.0,48.7,2.0,850
1679,1679,16725,merc, CLS Class,2018,Semi-Auto,16019,Diesel,145.0,48.7,2.9,32849
1680,1680,16731,vw, Caddy Maxi Life,2018,Semi-Auto,3961,Diesel,145.0,56.5,2.0,20990
1681,1681,16733,hyundi, Santa Fe,2019,Semi-Auto,4133,Diesel,145.0,39.2,2.2,34998
1682,1682,16740,skoda, Yeti,2013,Manual,90700,Diesel,205.0,47.1,2.0,6500
1683,1683,16743,merc, CLS Class,2018,Semi-Auto,30320,Diesel,145.0,57.7,2.1,21250
1684,1684,16746,ford, Edge,2017,Semi-Auto,19552,Diesel,200.0,47.9,2.0,22500
1685,1685,16747,bmw, 7 Series,2019,Semi-Auto,561,Diesel,145.0,42.2,3.0,51500
1686,1686,16750,bmw, X6,2018,Automatic,9135,Diesel,145.0,47.1,3.0,36480
1687,1687,16751,ford, Grand C-MAX,2016,Manual,22824,Diesel,30.0,64.2,1.5,9800
1688,1688,16754,merc, M Class,2015,Automatic,22976,Diesel,300.0,39.2,3.0,21998
1689,1689,16756,vw, Arteon,2018,Semi-Auto,12688,Petrol,145.0,47.1,2.0,21498
1690,1690,16762,ford, KA,2015,Manual,10573,Petrol,30.0,57.7,1.2,5572
1691,1691,16768,ford, Galaxy,2017,Manual,25703,Diesel,125.0,56.5,2.0,19000
1692,1692,16769,toyota, Avensis,2018,Manual,18514,Diesel,150.0,67.3,1.6,12568
1693,1693,16772,merc, GL Class,2015,Automatic,85437,Diesel,325.0,36.2,3.0,24975
1694,1694,16775,toyota, Prius,2017,Automatic,23170,Hybrid,140.0,85.6,1.8,21000
1695,1695,16776,hyundi, I800,2018,Manual,38093,Diesel,145.0,37.7,2.5,14794
1696,1696,16786,toyota, Avensis,2017,Manual,22758,Petrol,150.0,43.5,1.8,13298
1697,1697,16789,audi, RS5,2018,Semi-Auto,5876,Petrol,145.0,32.5,2.9,53900
1698,1698,16790,vw, Scirocco,2014,Manual,43198,Diesel,30.0,62.8,2.0,11600
1699,1699,16791,skoda, Kamiq,2019,Manual,2450,Petrol,145.0,47.1,1.0,19490
1700,1700,16794,merc, M Class,2013,Automatic,56164,Diesel,200.0,44.8,2.1,15250
1701,1701,16795,bmw, 7 Series,2019,Semi-Auto,12038,Diesel,150.0,44.1,3.0,47980
1702,1702,16797,merc, CLS Class,2013,Semi-Auto,43393,Diesel,160.0,53.3,2.1,11999
1703,1703,16798,audi, A7,2013,Automatic,75016,Diesel,200.0,47.9,3.0,15440
1704,1704,16804,vw, Beetle,2017,Manual,14757,Diesel,30.0,62.8,2.0,14995
1705,1705,16806,bmw, X4,2019,Semi-Auto,5809,Diesel,145.0,42.8,2.0,37995
1706,1706,16815,skoda, Kamiq,2019,Manual,6300,Petrol,145.0,47.1,1.0,18990
1707,1707,16819,toyota, Prius,2016,Automatic,32868,Hybrid,0.0,94.1,1.8,17998
1708,1708,16821,bmw, X7,2019,Automatic,2689,Diesel,145.0,33.6,3.0,69940
1709,1709,16824,bmw, M3,2015,Semi-Auto,41500,Petrol,305.0,34.0,3.0,29991
1710,1710,16827,ford, Tourneo Custom,2018,Manual,26483,Diesel,145.0,44.8,2.0,21980
1711,1711,16828,ford, Grand C-MAX,2016,Manual,29843,Diesel,30.0,64.2,1.5,9999
1712,1712,16831,merc, CLA Class,2015,Automatic,27778,Diesel,20.0,62.8,2.1,15000
1713,1713,16834,merc, CLS Class,2016,Automatic,13887,Diesel,165.0,49.6,3.0,25077
1714,1714,16838,toyota, Verso,2015,Automatic,19293,Petrol,200.0,41.5,1.8,13994
1715,1715,16841,vw, Scirocco,2015,Semi-Auto,36500,Diesel,30.0,57.6,2.0,12995
1716,1716,16847,ford, Edge,2018,Automatic,13726,Diesel,145.0,37.2,2.0,28495
1717,1717,16848,vw, Arteon,2019,Automatic,2187,Petrol,145.0,48.7,1.5,22999
1718,1718,16853,merc, SLK,2015,Semi-Auto,31023,Diesel,30.0,70.6,2.0,17480
1719,1719,16855,vauxhall, GTC,2015,Manual,47043,Diesel,125.0,60.1,2.0,6450
1720,1720,16858,toyota, Avensis,2016,Manual,62493,Diesel,30.0,62.8,2.0,8499
1721,1721,16862,bmw, X6,2020,Semi-Auto,1365,Diesel,145.0,34.9,3.0,55985
1722,1722,16864,vw, Arteon,2019,Manual,20,Diesel,145.0,52.3,2.0,27498
1723,1723,16869,ford, Tourneo Custom,2016,Manual,49913,Diesel,235.0,42.2,2.2,15995
1724,1724,16873,ford, Mustang,2019,Manual,813,Petrol,145.0,22.8,5.0,40000
1725,1725,16880,vw, Shuttle,2018,Manual,21146,Diesel,150.0,47.1,2.0,19498
1726,1726,16882,toyota, Prius,2016,Automatic,11748,Hybrid,0.0,68.9,1.8,24500
1727,1727,16883,toyota, Hilux,2015,Automatic,72100,Diesel,260.0,32.8,3.0,14995
1728,1728,16884,skoda, Scala,2019,Manual,5235,Diesel,150.0,57.7,1.6,17250
1729,1729,16885,vw, Amarok,2015,Manual,38000,Diesel,260.0,35.3,2.0,15995
1730,1730,16886,vauxhall, Combo Life,2019,Manual,10500,Diesel,145.0,53.3,1.5,16000
1731,1731,16887,bmw, X7,2020,Semi-Auto,8695,Diesel,150.0,31.4,3.0,71980
1732,1732,16889,hyundi, IX20,2017,Manual,8303,Petrol,125.0,50.4,1.4,9798
1733,1733,16891,bmw, M4,2016,Semi-Auto,26363,Petrol,305.0,34.0,3.0,29998
1734,1734,16893,toyota, Avensis,2015,Manual,76352,Diesel,30.0,61.4,2.0,8369
1735,1735,16895,ford, KA,2019,Manual,7096,Petrol,145.0,43.5,1.2,10998
1736,1736,16899,merc, S Class,2018,Semi-Auto,8107,Diesel,145.0,52.3,3.0,41999
1737,1737,16901,merc, S Class,2019,Automatic,5260,Diesel,145.0,48.7,3.0,61899
1738,1738,16902,merc, CLS Class,2019,Semi-Auto,1173,Diesel,145.0,48.7,2.9,40099
1739,1739,16906,vw, Scirocco,2016,Manual,49464,Diesel,20.0,55.4,2.0,12498
1740,1740,16912,vauxhall, GTC,2016,Manual,15569,Petrol,160.0,47.1,1.4,9898
1741,1741,16914,vw, CC,2014,Semi-Auto,36221,Diesel,145.0,53.3,2.0,9995
1742,1742,16915,skoda, Rapid,2018,Manual,19050,Petrol,145.0,62.8,1.0,10990
1743,1743,16916,skoda, Rapid,2015,Manual,26868,Petrol,20.0,57.7,1.2,8999
1744,1744,16919,merc, CLS Class,2017,Semi-Auto,30987,Diesel,125.0,57.7,2.1,20999
1745,1745,16923,skoda, Kamiq,2019,Automatic,9743,Petrol,145.0,43.5,1.5,20990
1746,1746,16925,hyundi, Santa Fe,2018,Semi-Auto,33911,Diesel,145.0,42.8,2.2,19483
1747,1747,16926,skoda, Kamiq,2019,Semi-Auto,2987,Petrol,145.0,45.6,1.0,19285
1748,1748,16932,vauxhall, Combo Life,2018,Manual,10875,Diesel,145.0,53.3,1.5,13499
1749,1749,16935,ford, Galaxy,2018,Automatic,31718,Diesel,145.0,52.3,2.0,18250
1750,1750,16939,audi, A7,2014,Semi-Auto,40473,Diesel,235.0,44.8,3.0,19998
1751,1751,16942,ford, Grand C-MAX,2017,Manual,51024,Petrol,30.0,54.3,1.0,10999
1752,1752,16948,vw, Tiguan Allspace,2018,Semi-Auto,23694,Diesel,150.0,47.9,2.0,23000
1753,1753,16950,vw, Scirocco,2017,Semi-Auto,19313,Diesel,30.0,57.6,2.0,16498
1754,1754,16951,bmw, Z4,2017,Automatic,21779,Petrol,200.0,41.5,2.0,17979
1755,1755,16953,merc, GL Class,2016,Automatic,57864,Diesel,125.0,56.5,2.1,20750
1756,1756,16955,vauxhall, Combo Life,2019,Manual,7552,Diesel,145.0,50.4,1.5,17495
1757,1757,16959,vw, Caddy Maxi Life,2019,Semi-Auto,8481,Diesel,150.0,54.3,2.0,19995
1758,1758,16968,bmw, i3,2017,Automatic,10900,Hybrid,140.0,470.8,0.0,21500
1759,1759,16973,merc, V Class,2018,Automatic,15993,Diesel,145.0,48.7,2.1,19750
1760,1760,16978,ford, Edge,2016,Semi-Auto,44224,Diesel,160.0,48.7,2.0,18091
1761,1761,16983,bmw, X4,2017,Automatic,53888,Diesel,145.0,47.9,3.0,23299
1762,1762,16987,merc, CLS Class,2016,Semi-Auto,34544,Diesel,165.0,49.6,3.0,22998
1763,1763,16992,ford, KA,2019,Manual,308,Petrol,145.0,47.9,1.2,10499
1764,1764,16994,merc, CLS Class,2013,Automatic,58000,Diesel,200.0,47.1,3.0,14790
1765,1765,16999,vw, Beetle,2014,Manual,43740,Petrol,200.0,42.8,1.4,7695
1766,1766,17000,audi, RS4,2020,Semi-Auto,6000,Petrol,145.0,29.1,2.9,71990
1767,1767,17001,bmw, X6,2013,Semi-Auto,63592,Diesel,325.0,36.7,3.0,20510
1768,1768,17002,ford, Grand C-MAX,2017,Manual,10594,Petrol,145.0,54.3,1.0,11990
1769,1769,17004,hyundi, I800,2018,Automatic,36862,Diesel,145.0,28.0,2.5,16500
1770,1770,17007,bmw, M4,2016,Semi-Auto,38422,Petrol,300.0,34.0,3.0,30490
1771,1771,17012,ford, Edge,2017,Manual,24271,Diesel,145.0,48.7,2.0,19557
1772,1772,17015,skoda, Rapid,2017,Semi-Auto,17647,Petrol,20.0,60.1,1.2,9750
1773,1773,17016,hyundi, IX20,2017,Manual,6380,Petrol,145.0,50.4,1.4,9490
1774,1774,17018,vw, Beetle,2001,Automatic,1,Petrol,325.0,29.7,2.0,899
1775,1775,17026,ford, Galaxy,2016,Manual,30528,Diesel,125.0,56.5,2.0,18498
1776,1776,17027,ford, Tourneo Custom,2019,Manual,6500,Diesel,145.0,31.7,2.0,29890
1777,1777,17028,ford, Grand C-MAX,2011,Automatic,28000,Diesel,205.0,48.7,2.0,7995
1778,1778,17029,ford, Puma,2020,Manual,680,Petrol,145.0,50.4,1.0,21795
1779,1779,17035,vw, CC,2016,Manual,14652,Petrol,145.0,49.6,1.4,12999
1780,1780,17036,ford, Grand C-MAX,2016,Manual,32151,Diesel,30.0,64.2,1.5,9834
1781,1781,17039,hyundi, IX35,2015,Manual,23041,Diesel,165.0,51.4,0.0,11400
1782,1782,17040,bmw, X4,2017,Automatic,40666,Diesel,145.0,54.3,2.0,22795
1783,1783,17041,merc, CLS Class,2013,Automatic,43939,Diesel,190.0,46.3,3.0,14495
1784,1784,17042,merc, CLA Class,2020,Automatic,6000,Petrol,145.0,44.8,1.3,32995
1785,1785,17043,vw, Beetle,2017,Manual,22781,Petrol,145.0,50.4,1.4,13990
1786,1786,17049,ford, Galaxy,2016,Manual,33704,Diesel,125.0,56.5,2.0,17590
1787,1787,17055,vw, Arteon,2020,Semi-Auto,5000,Diesel,145.0,50.4,2.0,32990
1788,1788,17056,merc, SLK,2018,Automatic,25782,Diesel,30.0,70.6,2.1,19450
1789,1789,17057,toyota, Prius,2017,Automatic,40205,Hybrid,0.0,94.1,1.8,17542
1790,1790,17058,bmw, 6 Series,2019,Semi-Auto,3035,Diesel,150.0,44.1,2.0,31999
1791,1791,17060,ford, Tourneo Connect,2017,Automatic,6051,Diesel,145.0,56.6,1.5,15998
1792,1792,17061,hyundi, IX20,2015,Manual,19705,Petrol,125.0,50.4,1.4,7000
1793,1793,17064,toyota, GT86,2015,Manual,27469,Petrol,265.0,36.2,2.0,13998
1794,1794,17065,vauxhall, Zafira Tourer,2015,Manual,84280,Diesel,20.0,68.9,1.6,6795
1795,1795,17067,skoda, Kamiq,2019,Manual,1100,Petrol,145.0,47.9,1.0,19995
1796,1796,17068,ford, Grand C-MAX,2017,Manual,43499,Diesel,150.0,64.2,1.5,9691
1797,1797,17069,toyota, Prius,2019,Automatic,10105,Hybrid,135.0,64.2,1.8,23640
1798,1798,17074,audi, A7,2018,Semi-Auto,17693,Diesel,145.0,52.3,3.0,29900
1799,1799,17076,merc, S Class,2018,Automatic,10842,Petrol,145.0,40.9,3.0,51991
1800,1800,17079,vw, Shuttle,2018,Manual,25724,Diesel,145.0,47.1,2.0,19998
1801,1801,17087,merc, CLA Class,2016,Automatic,49847,Diesel,20.0,70.6,2.1,16649
1802,1802,17090,merc, S Class,2019,Automatic,12139,Diesel,145.0,52.3,2.9,52500
1803,1803,17091,hyundi, I40,2015,Automatic,23043,Diesel,200.0,47.1,1.7,10995
1804,1804,17092,ford, Grand C-MAX,2016,Manual,14621,Petrol,30.0,54.3,1.0,9995
1805,1805,17094,ford, Edge,2016,Manual,21000,Diesel,165.0,48.7,2.0,17999
1806,1806,17097,ford, KA,2018,Manual,6000,Petrol,145.0,43.5,0.0,9899
1807,1807,17099,bmw, M5,2015,Automatic,28500,Petrol,565.0,28.5,4.4,29795
